age,country_citizenship,country_residence,marital_status,dependents,education_level,field_of_study,eca_done,total_work_exp,relevant_work_exp,current_employment_status,teer_category,job_offer,employer_sponsorship,offered_salary_cad,english_test,language_overall_score,french_proficiency,annual_income_cad,settlement_funds_cad,outstanding_debt_cad,financial_sponsor,previous_canada_visa,previous_visa_refusal,previous_immigration_violation,previous_canada_work,previous_canada_study,criminal_record,medical_flag,visa_outcome
51,Nigeria,UK,Married,4,Bachelor's,Other,1,7,1,Employed,TEER 1,1,1,90750,IELTS,7.4,No French,75123,88413,83,Employer,1,0,0,0,0,0,0,1
38,Philippines,UAE,Married,2,Master's,Engineering,1,1,0,Employed,TEER 2,0,0,0,IELTS,7.5,No French,18930,14189,10038,Self,1,0,0,1,0,0,0,1
47,Vietnam,UAE,Single,0,Master's,Information Technology,1,4,2,Employed,TEER 4/5,0,0,0,IELTS,6.3,No French,51755,17269,5070,Self,0,0,1,0,0,0,0,0
50,Nigeria,USA,Married,2,Master's,Other,1,2,1,Employed,TEER 1,0,0,0,IELTS,9.1,No French,32061,16682,40952,Self,1,1,0,0,0,0,0,0
45,Nigeria,Nigeria,Single,0,Diploma,Healthcare,1,2,2,Employed,TEER 1,0,0,0,IELTS,8.5,No French,53600,11397,10581,Self,1,0,0,1,0,0,0,1
50,India,China,Common-Law,0,Master's,Information Technology,1,5,0,Employed,TEER 1,0,0,0,CELPIP,8.2,No French,53626,42518,5837,Other,0,0,0,0,0,1,0,0
22,USA,UK,Married,2,Bachelor's,Computer Science,1,2,0,Employed,TEER 0,1,1,60306,CELPIP,9.3,Advanced,25261,27040,13065,Self,0,0,0,0,0,0,0,1
36,Brazil,Brazil,Single,0,Diploma,Business,1,5,1,Employed,TEER 1,1,1,81630,IELTS,6.6,Intermediate,26976,4654,9760,Self,0,1,0,0,0,0,0,1
21,India,Philippines,Single,0,High School,Information Technology,0,1,0,Employed,TEER 1,0,0,0,CELPIP,5.8,No French,55232,48628,2235,Self,0,0,0,0,0,0,0,0
52,India,UK,Single,0,Diploma,Healthcare,1,5,0,Employed,TEER 0,0,0,0,IELTS,8.8,Advanced,45468,8178,6044,Self,1,1,0,0,0,0,0,0
34,Brazil,Nigeria,Married,2,Master's,Engineering,1,7,7,Self-employed,TEER 1,0,0,0,CELPIP,9.5,Advanced,40607,99761,6495,Employer,1,1,0,0,0,0,0,1
61,Brazil,Canada,Single,1,Bachelor's,Computer Science,1,4,4,Self-employed,TEER 0,1,0,76326,IELTS,7.8,No French,58159,14816,4800,Self,0,0,0,0,0,0,0,1
45,Philippines,Philippines,Married,1,Bachelor's,Healthcare,1,2,0,Self-employed,TEER 1,1,0,61274,CELPIP,5.7,No French,59634,26957,1579,Self,0,0,0,0,1,0,0,0
47,France,India,Single,0,Diploma,Computer Science,0,9,8,Employed,TEER 0,0,0,0,IELTS,8.6,Intermediate,34407,5025,2022,Self,0,0,0,0,0,0,0,0
46,India,UAE,Married,2,Bachelor's,Engineering,1,4,2,Employed,TEER 0,0,0,0,IELTS,5.8,No French,27958,13565,2639,Family,1,0,0,0,1,0,0,0
23,Nigeria,Nigeria,Married,2,High School,Engineering,0,3,0,Employed,TEER 3,0,0,0,IELTS,7.7,No French,19761,43531,82,Family,0,0,1,0,0,0,0,0
52,France,India,Married,0,Bachelor's,Engineering,1,4,0,Employed,TEER 3,0,0,0,IELTS,6.6,No French,45669,19214,19905,Family,0,0,0,1,0,0,0,0
58,Nigeria,USA,Married,0,Bachelor's,Business,1,4,3,Employed,TEER 0,1,0,97480,CELPIP,9.2,No French,16536,61742,9269,Self,0,1,0,0,0,0,0,1
54,Brazil,Germany,Single,0,Diploma,Business,1,6,0,Employed,TEER 1,0,0,0,IELTS,7.3,No French,46988,24399,9359,Employer,1,0,0,0,0,0,0,0
41,Philippines,Brazil,Single,4,Master's,Business,1,4,1,Employed,TEER 1,0,0,0,IELTS,9.1,No French,69336,68976,6795,Self,0,1,1,0,0,0,0,0
46,Philippines,Brazil,Married,1,Diploma,Computer Science,1,6,4,Employed,TEER 1,1,0,49930,IELTS,6.7,No French,37930,104296,9351,Self,1,1,0,0,0,0,0,1
48,Vietnam,India,Single,3,Bachelor's,Computer Science,0,9,0,Unemployed,TEER 1,1,0,77263,IELTS,7.0,No French,34275,18123,32078,Family,1,0,0,0,0,0,0,0
52,Nigeria,UAE,Single,0,Bachelor's,Engineering,1,3,2,Employed,TEER 1,0,0,0,CELPIP,9.3,Intermediate,84956,23819,3891,Self,0,0,0,0,1,0,0,1
50,Pakistan,USA,Single,2,Bachelor's,Finance,1,3,0,Self-employed,TEER 2,0,0,0,IELTS,6.3,No French,75194,48033,9972,Self,1,0,0,0,1,0,0,1
38,India,Canada,Single,2,Diploma,Business,1,8,0,Employed,TEER 0,1,1,107100,CELPIP,7.8,No French,29708,9260,3564,Self,0,0,0,0,1,0,0,1
49,India,UAE,Single,1,High School,Business,0,6,3,Employed,TEER 0,1,0,80884,IELTS,7.1,No French,47780,52445,15409,Self,0,0,0,1,1,0,1,0
40,India,UK,Common-Law,3,Master's,Information Technology,1,1,1,Employed,TEER 2,1,1,43509,Other,8.6,No French,51573,25407,15617,Self,0,0,0,0,0,0,0,1
50,Brazil,Brazil,Single,0,Diploma,Engineering,1,7,7,Employed,TEER 2,1,1,80220,No Test,5.0,Advanced,49073,35320,18604,Family,0,0,0,1,0,0,0,1
20,Philippines,UK,Married,0,Master's,Engineering,1,0,0,Employed,TEER 1,0,0,0,CELPIP,7.2,No French,81293,5080,43,Self,1,0,0,1,0,0,0,0
35,Pakistan,Philippines,Single,1,PhD,Computer Science,1,7,3,Employed,TEER 1,0,0,0,Other,8.3,No French,46744,39330,2832,Family,1,0,0,1,0,0,0,1
42,Nigeria,China,Married,2,Diploma,Computer Science,1,5,4,Employed,TEER 1,0,0,0,IELTS,7.1,No French,49744,12305,1150,Employer,0,1,0,0,0,0,0,0
59,Vietnam,Nigeria,Single,1,Diploma,Finance,1,2,1,Employed,TEER 1,0,0,0,No Test,4.3,No French,58773,43898,4840,Self,0,1,0,0,0,0,0,0
48,India,USA,Common-Law,0,Bachelor's,Information Technology,1,6,2,Employed,TEER 1,1,1,68891,CELPIP,8.3,No French,68798,20790,5472,Self,0,0,0,1,0,0,0,1
20,Pakistan,UAE,Common-Law,1,PhD,Information Technology,1,0,0,Employed,TEER 1,1,1,57656,No Test,4.6,No French,63737,11026,2364,Employer,0,1,0,0,0,0,0,1
57,USA,Brazil,Single,0,Master's,Computer Science,1,5,2,Employed,TEER 1,1,1,115786,CELPIP,5.5,No French,55761,79312,10282,Family,0,0,0,0,0,0,0,1
41,USA,UK,Common-Law,0,Bachelor's,Finance,1,6,1,Self-employed,TEER 2,1,1,92065,CELPIP,8.0,No French,13826,39210,2515,Self,1,0,0,0,0,0,0,1
49,USA,Germany,Divorced,1,Master's,Engineering,0,5,5,Employed,TEER 2,1,1,140634,IELTS,9.2,Intermediate,35237,109163,15387,Self,0,0,0,0,0,0,0,1
39,UK,Philippines,Married,2,Diploma,Healthcare,0,6,2,Employed,TEER 1,0,0,0,IELTS,5.9,No French,61388,14332,1564,Family,0,1,0,0,0,0,0,0
40,Brazil,Nigeria,Married,0,PhD,Finance,1,3,0,Employed,TEER 1,0,0,0,IELTS,7.9,No French,50007,29189,3661,Self,0,0,0,0,0,0,1,0
19,India,Nigeria,Single,0,PhD,Information Technology,1,0,0,Unemployed,TEER 1,0,0,0,Other,8.4,Basic,61522,26642,7787,Family,0,0,0,1,1,0,0,1
44,India,UAE,Married,0,Diploma,Healthcare,0,5,2,Employed,TEER 1,0,0,0,IELTS,5.8,Basic,82743,32083,7437,Self,1,1,0,0,0,0,0,0
59,France,USA,Single,0,Diploma,Computer Science,1,8,0,Employed,TEER 1,0,0,0,IELTS,5.6,No French,21460,3976,649,Family,0,0,0,0,0,0,0,0
19,China,Canada,Single,2,Diploma,Computer Science,1,0,0,Employed,TEER 3,0,0,0,IELTS,7.4,Advanced,67758,11622,14979,Self,0,0,0,0,1,0,0,1
43,USA,Germany,Divorced,3,Diploma,Business,1,5,2,Employed,TEER 2,1,1,80127,IELTS,8.7,No French,38392,63015,7291,Family,1,0,0,0,0,0,0,1
34,Nigeria,UAE,Single,0,Master's,Business,1,3,0,Employed,TEER 3,0,0,0,Other,6.1,No French,63706,16783,16313,Other,0,1,0,0,0,0,0,0
57,India,UK,Married,2,Bachelor's,Information Technology,1,7,4,Employed,TEER 2,1,1,63647,Other,8.8,No French,44175,83877,16177,Self,1,1,0,0,0,0,0,1
50,India,China,Married,2,High School,Information Technology,0,2,1,Self-employed,TEER 4/5,1,0,74979,IELTS,8.1,No French,87540,9004,6315,Family,0,0,0,0,0,0,0,0
26,Brazil,India,Married,2,Bachelor's,Engineering,1,6,6,Employed,TEER 2,1,1,74037,IELTS,6.8,No French,47601,152037,19333,Self,0,0,0,0,1,0,0,1
60,Nigeria,Canada,Divorced,0,PhD,Computer Science,1,6,1,Self-employed,TEER 4/5,0,0,0,IELTS,7.6,No French,32189,32898,15092,Self,0,0,0,0,0,0,0,0
56,India,USA,Single,3,Bachelor's,Information Technology,1,6,6,Self-employed,TEER 0,0,0,0,IELTS,9.4,No French,53397,40446,25384,Employer,0,0,0,0,0,0,0,1
46,Nigeria,Philippines,Single,0,Bachelor's,Computer Science,1,5,3,Employed,TEER 0,0,0,0,IELTS,6.4,Basic,51478,15640,15203,Self,1,0,0,0,0,0,0,1
59,India,Canada,Single,0,Diploma,Information Technology,1,0,0,Employed,TEER 1,0,0,0,IELTS,7.5,No French,67761,62381,13772,Self,1,0,0,0,0,0,0,0
43,China,Brazil,Single,0,PhD,Business,1,6,3,Employed,TEER 4/5,1,0,69376,IELTS,8.0,No French,53961,22711,5069,Self,0,0,0,0,0,0,0,1
52,Philippines,USA,Single,0,Master's,Information Technology,1,4,3,Unemployed,TEER 1,0,0,0,IELTS,6.1,No French,94501,31559,1906,Self,0,0,0,0,1,0,0,1
42,USA,China,Single,0,Diploma,Computer Science,0,6,6,Employed,TEER 0,0,0,0,CELPIP,5.7,No French,42771,5490,19326,Family,0,0,0,1,1,0,0,0
41,Philippines,Brazil,Married,0,High School,Engineering,0,3,0,Employed,TEER 1,0,0,0,IELTS,5.6,Basic,43007,27970,10256,Self,0,1,0,0,1,0,0,0
30,Nigeria,Canada,Married,0,High School,Business,0,6,4,Employed,TEER 2,1,1,83275,IELTS,6.8,No French,32922,55815,2647,Self,0,0,0,0,0,1,0,0
24,India,India,Single,2,Diploma,Information Technology,1,3,3,Unemployed,TEER 1,1,1,102279,IELTS,5.8,No French,46713,7908,3336,Self,0,0,0,0,0,0,0,1
53,India,India,Married,2,Bachelor's,Computer Science,1,5,3,Self-employed,TEER 2,0,0,0,No Test,4.6,No French,49621,36459,9268,Self,0,0,0,0,0,0,0,0
37,Philippines,China,Single,0,Master's,Information Technology,1,2,0,Employed,TEER 4/5,1,1,88819,IELTS,9.5,Basic,50624,3643,5197,Self,0,1,0,0,0,0,0,1
18,Nigeria,Nigeria,Single,2,Bachelor's,Business,1,0,0,Employed,TEER 3,0,0,0,IELTS,5.7,No French,46343,68160,679,Family,0,0,0,0,0,0,0,0
25,China,Germany,Married,2,Master's,Engineering,1,5,1,Employed,TEER 1,1,1,88129,IELTS,7.2,No French,32803,104741,1220,Self,0,1,0,0,1,0,0,1
33,Philippines,Philippines,Married,2,Bachelor's,Business,1,6,0,Employed,TEER 1,0,0,0,Other,5.6,No French,27366,13930,10952,Self,0,1,0,0,1,0,0,0
31,Brazil,Nigeria,Married,0,Bachelor's,Other,1,7,1,Self-employed,TEER 1,1,0,104317,CELPIP,6.0,Intermediate,37496,5831,3186,Family,0,0,0,1,0,0,0,1
29,Pakistan,India,Single,1,Bachelor's,Business,1,6,4,Employed,TEER 1,0,0,0,CELPIP,6.8,No French,67830,29865,5668,Self,0,1,0,1,0,0,0,1
40,USA,India,Married,3,Diploma,Healthcare,1,2,1,Employed,TEER 0,1,1,90503,IELTS,7.1,Advanced,72135,3757,11640,Self,0,0,0,0,0,0,0,1
32,India,UK,Married,1,Bachelor's,Engineering,1,0,0,Employed,TEER 2,0,0,0,CELPIP,9.3,No French,43460,19467,11128,Family,1,0,0,0,0,0,0,1
45,Nigeria,Brazil,Married,0,Bachelor's,Computer Science,1,4,3,Employed,TEER 1,1,1,61596,CELPIP,7.1,No French,26168,10928,1461,Self,0,0,0,0,0,0,0,1
51,India,Canada,Married,1,High School,Other,0,5,5,Employed,TEER 3,0,0,0,IELTS,7.5,No French,43376,19029,828,Self,0,0,0,0,0,0,0,0
19,India,Philippines,Married,1,Bachelor's,Information Technology,1,0,0,Employed,TEER 3,0,0,0,Other,6.5,No French,86833,3461,7155,Self,0,1,0,1,0,0,0,0
49,Vietnam,China,Married,1,Bachelor's,Computer Science,1,3,1,Employed,TEER 0,1,1,61109,IELTS,5.5,Basic,64979,4324,10826,Self,0,1,0,0,0,0,0,1
40,India,Canada,Married,0,PhD,Healthcare,1,6,6,Employed,TEER 4/5,0,0,0,IELTS,9.1,Basic,56014,3402,1291,Self,0,0,1,0,0,0,0,0
39,Nigeria,UK,Divorced,0,Bachelor's,Information Technology,1,9,5,Employed,TEER 2,1,0,70880,Other,5.8,No French,64253,27132,3721,Other,0,0,0,1,0,0,0,1
42,China,India,Married,2,Master's,Engineering,1,6,2,Employed,TEER 1,1,1,89041,CELPIP,9.4,No French,75811,23529,16338,Self,0,0,0,1,0,0,0,1
39,UK,China,Single,2,Bachelor's,Engineering,1,4,0,Employed,TEER 1,1,1,124183,IELTS,6.0,Intermediate,21942,9636,23091,Family,1,0,0,1,0,0,0,1
39,China,India,Married,0,Master's,Engineering,1,2,0,Employed,TEER 1,0,0,0,IELTS,7.9,No French,37159,29006,4842,Employer,0,1,0,1,0,0,0,1
59,India,Philippines,Single,3,Bachelor's,Business,1,6,6,Employed,TEER 1,1,0,79512,Other,9.5,Basic,34425,56898,662,Family,1,1,0,0,0,0,0,1
23,Philippines,Brazil,Single,0,Master's,Information Technology,1,3,3,Employed,TEER 2,1,1,101192,IELTS,6.1,Intermediate,56742,11119,2383,Self,1,0,0,0,0,0,0,1
32,Nigeria,Canada,Married,1,Bachelor's,Engineering,1,2,1,Employed,TEER 0,0,0,0,IELTS,7.2,No French,48202,47593,2121,Self,1,0,1,0,0,0,0,0
60,India,Canada,Common-Law,2,Bachelor's,Engineering,0,6,0,Employed,TEER 2,0,0,0,IELTS,8.6,Basic,60126,30155,2184,Self,0,1,0,0,0,0,0,0
54,Philippines,Nigeria,Common-Law,2,Bachelor's,Healthcare,1,8,3,Employed,TEER 1,1,1,66631,Other,5.6,No French,34862,3860,5447,Employer,1,0,0,0,0,0,0,1
50,India,China,Single,3,Bachelor's,Business,1,4,1,Self-employed,TEER 0,0,0,0,Other,8.3,No French,72439,14756,7001,Self,0,0,0,0,0,0,0,1
25,India,Germany,Married,0,Diploma,Information Technology,0,5,5,Employed,TEER 1,0,0,0,IELTS,5.8,No French,43613,20719,1045,Employer,0,0,0,0,0,0,0,0
61,Philippines,UK,Single,2,High School,Healthcare,0,6,6,Employed,TEER 1,1,1,71859,IELTS,6.4,No French,58890,35891,17611,Self,0,0,0,1,0,0,0,1
61,India,Germany,Divorced,0,High School,Computer Science,0,1,0,Employed,TEER 1,0,0,0,IELTS,6.1,No French,68908,11461,7740,Employer,1,1,0,1,0,0,0,0
22,China,Nigeria,Divorced,1,Master's,Finance,1,2,2,Employed,TEER 0,1,1,68610,IELTS,9.1,Basic,67302,104469,7275,Self,1,0,0,0,0,0,0,1
56,Brazil,Philippines,Married,2,Diploma,Information Technology,0,6,2,Employed,TEER 3,0,0,0,CELPIP,6.2,No French,52216,31843,34916,Employer,0,0,0,0,0,0,0,0
21,USA,UK,Married,1,Diploma,Business,1,1,1,Employed,TEER 2,1,1,81421,IELTS,5.7,No French,61386,14662,7913,Self,0,0,0,0,0,0,0,1
23,India,Brazil,Married,0,Bachelor's,Computer Science,1,3,2,Employed,TEER 0,0,0,0,IELTS,7.9,No French,79833,5551,21156,Family,1,0,0,1,0,0,0,1
49,India,Germany,Married,2,Bachelor's,Computer Science,1,7,7,Employed,TEER 1,1,1,56685,CELPIP,6.9,No French,55272,8003,2697,Self,0,0,0,0,0,0,0,1
47,India,Brazil,Single,0,Bachelor's,Engineering,1,4,4,Employed,TEER 1,0,0,0,IELTS,7.1,No French,30407,19716,2196,Family,1,1,0,0,0,0,0,0
52,Brazil,Germany,Married,0,Diploma,Finance,1,2,0,Self-employed,TEER 0,1,1,59710,IELTS,6.0,No French,56661,20064,5813,Family,0,1,0,1,0,0,0,1
57,UK,Brazil,Married,1,PhD,Engineering,1,7,4,Employed,TEER 2,1,1,95466,IELTS,8.5,No French,44254,39495,5684,Self,1,0,0,0,1,0,0,1
33,India,Germany,Married,0,Master's,Finance,0,5,5,Self-employed,TEER 2,1,1,107122,CELPIP,7.9,No French,8000,35381,2054,Self,0,0,0,0,0,0,0,1
30,France,Brazil,Single,2,Master's,Engineering,1,8,1,Employed,TEER 2,0,0,0,IELTS,7.0,Intermediate,54239,8618,9622,Self,0,0,0,0,0,0,0,1
59,India,Nigeria,Common-Law,0,Bachelor's,Engineering,1,7,6,Employed,TEER 0,1,1,90201,IELTS,6.2,No French,47333,25594,240,Self,0,0,0,0,0,0,0,1
47,China,USA,Single,0,Master's,Computer Science,1,5,0,Employed,TEER 3,1,1,75216,IELTS,7.9,No French,68128,3520,9385,Family,0,0,0,0,0,0,0,1
36,UK,UK,Married,2,Diploma,Business,1,4,2,Employed,TEER 1,1,1,95048,No Test,4.3,Advanced,29998,15710,4887,Self,1,0,1,0,1,0,0,1
34,Pakistan,China,Married,1,High School,Information Technology,1,3,1,Employed,TEER 4/5,0,0,0,IELTS,6.7,Basic,14885,39109,9343,Self,0,0,0,0,0,0,0,0
36,UK,Philippines,Married,0,High School,Finance,0,9,9,Employed,TEER 0,1,1,117697,No Test,5.3,No French,48373,15750,5186,Family,0,0,0,1,0,0,0,1
45,USA,UAE,Married,2,Bachelor's,Finance,1,4,3,Employed,TEER 1,0,0,0,CELPIP,6.4,No French,52603,48135,30295,Self,1,0,0,1,0,0,0,1
43,Philippines,India,Single,1,Bachelor's,Finance,1,8,3,Employed,TEER 1,1,0,107546,CELPIP,8.2,Basic,46876,96404,3259,Other,1,0,0,0,0,1,0,0
54,USA,China,Single,1,Bachelor's,Engineering,0,4,3,Employed,TEER 0,1,1,97230,IELTS,9.5,No French,45414,26362,32397,Self,0,0,0,0,0,0,0,1
43,India,India,Married,0,High School,Healthcare,1,2,2,Employed,TEER 2,0,0,0,IELTS,5.6,Basic,23625,6916,537,Self,1,0,0,1,0,0,0,0
40,Pakistan,UK,Married,2,Bachelor's,Business,1,2,0,Self-employed,TEER 2,0,0,0,IELTS,6.7,No French,42221,14937,9210,Self,0,0,1,1,0,0,0,0
26,China,China,Single,2,Bachelor's,Computer Science,1,5,0,Employed,TEER 0,1,1,98442,IELTS,5.7,No French,38031,3238,4844,Self,0,0,0,0,0,0,0,1
29,USA,Brazil,Married,1,Bachelor's,Healthcare,1,8,7,Unemployed,TEER 2,1,1,75194,No Test,5.1,No French,66454,26078,13813,Self,0,0,0,1,0,0,0,1
18,Nigeria,Brazil,Married,0,Bachelor's,Computer Science,1,0,0,Employed,TEER 1,1,1,68233,IELTS,7.1,No French,52586,46088,12470,Self,1,0,0,0,0,0,0,1
18,Brazil,UAE,Married,2,Diploma,Engineering,1,0,0,Self-employed,TEER 0,0,0,0,IELTS,9.2,No French,39440,27852,12883,Self,0,0,0,1,0,0,0,1
51,China,India,Married,1,Master's,Computer Science,1,3,1,Employed,TEER 4/5,1,1,77877,IELTS,5.8,No French,79477,41554,796,Self,1,0,0,1,0,0,0,1
49,UK,Philippines,Single,1,Bachelor's,Computer Science,1,5,1,Employed,TEER 3,0,0,0,CELPIP,8.6,No French,39621,43223,13824,Self,1,1,0,0,0,0,0,1
42,India,UK,Single,0,Diploma,Information Technology,1,8,8,Employed,TEER 1,1,1,49333,IELTS,7.1,Advanced,56155,50597,1926,Self,0,0,0,0,0,0,0,1
57,India,Brazil,Married,2,Diploma,Engineering,1,4,3,Employed,TEER 1,1,0,45587,IELTS,8.7,No French,41661,10753,208,Family,0,0,0,0,0,0,0,1
18,India,USA,Married,2,Bachelor's,Healthcare,1,0,0,Employed,TEER 1,1,0,88705,IELTS,7.6,No French,77623,54250,1964,Other,1,0,0,0,0,0,0,1
33,India,Nigeria,Married,0,Master's,Computer Science,1,1,1,Employed,TEER 2,0,0,0,CELPIP,5.7,Basic,46737,29539,5220,Other,1,0,0,1,0,0,0,1
56,Pakistan,Nigeria,Married,0,Bachelor's,Engineering,1,5,1,Self-employed,TEER 3,0,0,0,IELTS,9.3,No French,47328,11552,10841,Employer,0,0,0,0,0,0,0,0
22,India,Germany,Married,2,Diploma,Computer Science,1,2,2,Employed,TEER 1,1,1,103318,IELTS,5.8,No French,42202,112143,1973,Employer,0,1,0,1,0,0,0,1
39,Vietnam,Philippines,Divorced,0,Master's,Engineering,1,3,0,Employed,TEER 2,0,0,0,IELTS,7.9,No French,48930,77984,959,Self,0,0,0,0,1,1,0,0
46,Philippines,Nigeria,Married,3,Bachelor's,Healthcare,1,6,6,Employed,TEER 1,1,1,76804,No Test,5.2,No French,68990,24358,8306,Self,0,0,0,0,0,0,0,1
20,India,Germany,Married,1,Bachelor's,Engineering,1,0,0,Employed,TEER 1,0,0,0,IELTS,5.8,No French,61916,49320,33030,Self,0,0,0,0,0,0,0,0
29,USA,India,Single,1,Bachelor's,Business,0,5,4,Employed,TEER 3,1,1,43674,CELPIP,7.7,Intermediate,45561,10578,7347,Family,0,0,0,0,0,0,0,1
43,Brazil,Brazil,Single,0,Diploma,Information Technology,0,6,6,Employed,TEER 1,1,1,118802,CELPIP,8.8,No French,79026,16447,9396,Employer,0,0,0,0,0,1,0,1
33,Nigeria,Brazil,Married,0,Bachelor's,Business,1,6,4,Unemployed,TEER 1,0,0,0,IELTS,9.4,No French,62459,8082,6589,Self,0,0,0,0,0,0,0,1
54,China,USA,Single,3,Bachelor's,Engineering,1,7,3,Employed,TEER 2,0,0,0,IELTS,8.4,No French,36236,21354,12198,Self,1,0,0,0,0,0,0,1
39,UK,China,Common-Law,0,PhD,Engineering,1,6,5,Employed,TEER 1,1,0,81426,IELTS,6.6,No French,17393,20129,29772,Family,0,0,0,0,0,0,0,1
46,India,Nigeria,Married,2,Bachelor's,Healthcare,1,5,0,Employed,TEER 1,0,0,0,IELTS,8.3,Basic,36699,8982,6284,Self,0,0,0,1,0,0,0,1
31,Vietnam,India,Married,0,Bachelor's,Computer Science,1,6,4,Unemployed,TEER 3,1,1,71972,IELTS,8.3,No French,53266,30929,4313,Self,1,0,0,0,0,0,0,1
45,Vietnam,Canada,Single,0,Bachelor's,Healthcare,0,6,2,Employed,TEER 2,0,0,0,IELTS,8.3,No French,56944,6133,15748,Self,0,0,0,0,0,0,0,0
22,Brazil,Nigeria,Single,0,Master's,Healthcare,1,2,0,Self-employed,TEER 3,1,1,86387,IELTS,8.9,No French,72182,4591,27980,Other,0,0,0,1,0,0,0,1
47,India,Philippines,Single,1,Master's,Information Technology,0,10,0,Employed,TEER 1,0,0,0,IELTS,5.8,No French,23109,15149,1106,Self,0,0,0,0,0,0,0,0
22,Brazil,China,Single,4,Bachelor's,Computer Science,1,2,0,Employed,TEER 1,1,1,86852,CELPIP,5.9,No French,36216,16183,6905,Self,0,0,0,0,0,0,0,1
29,India,Nigeria,Single,0,Bachelor's,Computer Science,1,8,0,Employed,TEER 4/5,1,0,75348,CELPIP,8.1,No French,21447,12632,12579,Self,0,0,0,1,0,0,0,1
33,India,India,Married,0,Bachelor's,Finance,0,6,2,Employed,TEER 1,1,1,74541,IELTS,9.3,No French,18224,10458,6097,Self,0,0,0,0,0,0,0,1
43,Philippines,Nigeria,Common-Law,0,Bachelor's,Healthcare,1,4,1,Employed,TEER 0,1,1,98609,IELTS,7.4,Intermediate,32443,13341,4210,Self,1,1,0,0,0,0,0,1
43,Nigeria,Philippines,Common-Law,1,Diploma,Computer Science,1,5,0,Employed,TEER 1,1,0,88195,Other,9.3,No French,52332,7459,8519,Self,1,0,0,0,0,1,0,0
38,Pakistan,Canada,Married,0,Bachelor's,Information Technology,1,4,4,Employed,TEER 1,1,0,79599,CELPIP,9.3,No French,60427,15914,2519,Self,1,0,0,0,0,0,0,1
56,UK,UK,Single,2,Diploma,Engineering,1,6,6,Self-employed,TEER 0,0,0,0,No Test,4.0,No French,26032,61742,3435,Self,0,0,0,0,0,0,0,0
53,UK,UAE,Married,1,Master's,Business,1,2,1,Self-employed,TEER 3,1,1,85595,IELTS,9.1,No French,28814,9353,38908,Self,1,1,0,1,0,0,0,1
50,Nigeria,Canada,Common-Law,1,Bachelor's,Computer Science,1,2,1,Self-employed,TEER 4/5,0,0,0,IELTS,9.1,No French,9403,31836,8095,Self,1,0,0,1,0,0,0,1
47,Philippines,Germany,Single,0,PhD,Information Technology,1,9,3,Self-employed,TEER 1,0,0,0,IELTS,8.8,Basic,49287,6822,16503,Employer,0,0,0,0,0,0,0,1
54,Philippines,Nigeria,Married,4,Bachelor's,Finance,1,1,1,Employed,TEER 2,0,0,0,CELPIP,8.3,No French,30357,13920,13192,Self,0,0,0,0,0,0,0,0
40,Vietnam,Brazil,Single,0,Bachelor's,Computer Science,1,3,3,Employed,TEER 3,0,0,0,IELTS,5.6,No French,78260,12684,8450,Self,0,0,0,0,0,0,0,1
27,India,USA,Married,0,Bachelor's,Computer Science,1,4,3,Self-employed,TEER 2,0,0,0,IELTS,6.0,Intermediate,53196,72127,14697,Employer,0,1,0,0,1,0,0,0
22,Pakistan,Brazil,Divorced,1,Diploma,Other,1,2,1,Employed,TEER 0,0,0,0,IELTS,6.0,No French,41571,16964,2707,Self,0,0,0,0,1,0,0,0
53,China,Canada,Single,1,Bachelor's,Healthcare,1,2,0,Employed,TEER 0,1,1,43393,CELPIP,5.6,No French,32177,32317,8109,Self,0,0,0,1,0,0,0,1
51,Nigeria,Brazil,Common-Law,0,High School,Information Technology,0,6,3,Employed,TEER 0,0,0,0,IELTS,6.0,No French,15106,26061,7144,Self,0,0,0,0,0,0,0,0
48,UK,India,Married,0,Bachelor's,Computer Science,1,2,1,Employed,TEER 0,0,0,0,CELPIP,9.2,No French,17642,6800,7791,Employer,0,1,0,0,0,0,0,0
27,Nigeria,Brazil,Divorced,2,Bachelor's,Computer Science,0,7,5,Employed,TEER 1,1,1,49426,Other,8.2,No French,32557,73144,1477,Employer,0,0,0,0,0,0,0,1
36,Pakistan,China,Married,0,Master's,Information Technology,1,10,10,Employed,TEER 1,1,0,94645,CELPIP,6.7,No French,31021,13611,2597,Self,1,0,0,0,0,0,0,1
49,Pakistan,UK,Married,2,Diploma,Finance,1,1,0,Employed,TEER 0,1,1,73494,IELTS,8.7,No French,25016,4144,2702,Family,0,0,0,0,0,0,0,1
18,Nigeria,Nigeria,Single,1,Diploma,Engineering,1,0,0,Unemployed,TEER 0,0,0,0,No Test,5.0,No French,52541,11932,7369,Self,0,0,0,0,0,0,0,0
22,Philippines,Brazil,Single,0,Bachelor's,Business,1,2,0,Employed,TEER 1,1,1,51494,IELTS,6.1,Basic,55285,13223,28762,Employer,0,0,0,0,0,0,1,0
21,China,Philippines,Single,0,Master's,Finance,1,1,1,Self-employed,TEER 1,0,0,0,IELTS,9.0,Basic,35827,5433,24644,Self,0,0,0,0,0,0,0,0
33,France,UK,Divorced,0,Bachelor's,Engineering,0,8,5,Employed,TEER 2,0,0,0,No Test,4.6,No French,83703,27188,2061,Employer,0,0,0,1,0,0,0,1
