age,country_citizenship,country_residence,marital_status,dependents,education_level,field_of_study,eca_done,total_work_exp,relevant_work_exp,current_employment_status,teer_category,job_offer,employer_sponsorship,offered_salary_cad,english_test,language_overall_score,french_proficiency,annual_income_cad,settlement_funds_cad,outstanding_debt_cad,financial_sponsor,previous_canada_visa,previous_visa_refusal,previous_immigration_violation,previous_canada_work,previous_canada_study,criminal_record,medical_flag,visa_outcome,settlement_funds_adequate,debt_to_income_ratio,relevant_exp_ratio,financial_strength_score
56,Nigeria,China,Single,0,Bachelor's,Finance,1,7,1,Employed,TEER 0,0,0,0,IELTS,8.1,No French,63559,46697,11825,Other,1,0,1,0,0,0,0,0,1,0.186,0.125,100.0
20,India,Philippines,Single,1,Master's,Information Technology,1,0,0,Self-employed,TEER 1,0,0,0,IELTS,6.3,No French,41973,44178,3790,Self,1,0,0,0,0,1,0,0,1,0.0903,0.0,100.0
30,Philippines,Philippines,Single,0,Bachelor's,Engineering,1,8,5,Self-employed,TEER 1,0,0,0,IELTS,5.9,No French,67783,41435,1398,Self,0,0,0,0,0,0,0,1,1,0.0206,0.5556,100.0
45,Philippines,China,Single,0,Bachelor's,Computer Science,1,3,3,Unemployed,TEER 0,1,1,70543,Other,8.1,Advanced,36055,6475,12877,Family,1,0,0,1,0,0,0,1,0,0.1208,0.75,51.73
37,Philippines,Brazil,Married,3,Bachelor's,Computer Science,1,6,6,Employed,TEER 2,1,1,81114,Other,8.2,No French,19698,15655,3236,Self,0,0,0,0,0,0,0,1,0,0.0321,0.8571,51.76
45,China,Canada,Married,3,Master's,Business,1,6,0,Self-employed,TEER 0,0,0,0,IELTS,7.0,No French,64559,107570,2704,Family,1,0,0,0,0,0,0,0,1,0.0419,0.0,100.0
25,China,UK,Common-Law,2,Master's,Engineering,1,5,5,Employed,TEER 1,0,0,0,IELTS,8.9,No French,43295,115492,11561,Other,1,0,0,1,0,0,0,1,1,0.267,0.8333,100.0
58,China,China,Married,1,Bachelor's,Information Technology,1,3,0,Employed,TEER 2,0,0,0,IELTS,9.4,No French,57035,26059,21761,Self,0,0,0,0,0,0,1,0,1,0.3815,0.0,87.39
56,UK,USA,Married,2,Bachelor's,Computer Science,1,1,0,Employed,TEER 1,1,1,78325,No Test,4.5,Basic,81417,33883,19717,Employer,0,0,0,1,1,0,0,1,1,0.1234,0.0,100.0
18,USA,Canada,Single,0,Bachelor's,Healthcare,1,0,0,Self-employed,TEER 2,1,1,98580,IELTS,7.8,No French,30554,78543,1182,Self,0,0,0,1,0,0,0,1,1,0.0092,0.0,100.0
20,UK,Philippines,Single,0,Bachelor's,Computer Science,0,0,0,Unemployed,TEER 4/5,0,0,0,CELPIP,5.5,Advanced,42132,17942,5595,Self,1,0,0,0,0,0,0,0,1,0.1328,0.0,78.99
30,France,USA,Married,0,Diploma,Business,1,2,0,Employed,TEER 0,0,0,0,IELTS,8.4,No French,76392,6679,779,Self,0,0,0,1,0,0,0,1,0,0.0102,0.0,69.97
45,India,Philippines,Single,1,Master's,Computer Science,1,4,3,Employed,TEER 2,1,1,69763,No Test,5.1,No French,58374,30637,25948,Self,0,0,1,1,1,0,0,1,1,0.2025,0.6,98.57
42,India,Philippines,Married,0,Bachelor's,Computer Science,0,10,1,Self-employed,TEER 0,1,1,74430,IELTS,6.3,No French,31004,83535,1938,Self,0,0,0,0,0,0,0,1,1,0.0184,0.0909,100.0
50,India,Canada,Single,0,Bachelor's,Information Technology,1,3,0,Employed,TEER 1,1,0,60763,IELTS,8.5,Intermediate,25899,32867,1759,Self,1,0,0,1,0,0,0,1,1,0.0203,0.0,100.0
55,Brazil,Philippines,Single,1,Diploma,Engineering,1,11,1,Unemployed,TEER 0,0,0,0,CELPIP,8.7,No French,34438,43654,17577,Family,0,1,0,0,0,0,0,0,1,0.5104,0.0833,100.0
23,Pakistan,UAE,Single,2,Diploma,Information Technology,1,2,1,Employed,TEER 0,0,0,0,No Test,5.4,No French,30231,16736,27498,Self,0,0,0,0,0,1,0,0,0,0.9096,0.3333,47.64
61,India,India,Single,0,Master's,Information Technology,1,3,1,Employed,TEER 1,0,0,0,No Test,4.6,No French,49746,5535,9568,Self,0,0,0,0,0,0,1,0,0,0.1923,0.25,54.08
49,France,UAE,Single,0,Bachelor's,Other,1,3,1,Employed,TEER 1,0,0,0,CELPIP,6.8,No French,46568,7624,1031,Self,0,1,0,0,0,0,0,0,0,0.0221,0.25,59.92
38,India,India,Married,0,Diploma,Healthcare,1,2,1,Employed,TEER 3,1,1,100337,CELPIP,8.0,No French,50584,104361,5322,Self,0,0,0,0,0,0,0,1,1,0.0353,0.3333,100.0
33,France,Germany,Single,0,Bachelor's,Computer Science,1,3,2,Employed,TEER 2,0,0,0,IELTS,8.7,No French,28183,19990,13568,Self,0,0,0,0,0,0,0,1,1,0.4814,0.5,72.64
38,Philippines,Germany,Married,0,Bachelor's,Engineering,1,6,4,Employed,TEER 4/5,0,0,0,CELPIP,7.7,No French,43583,3302,6797,Family,1,0,0,1,0,0,0,1,0,0.156,0.5714,47.29
28,India,Philippines,Single,1,High School,Finance,1,6,2,Employed,TEER 1,0,0,0,Other,7.8,No French,8000,80732,1137,Self,0,0,0,0,0,0,0,0,1,0.1421,0.2857,100.0
54,Nigeria,UK,Single,1,Bachelor's,Information Technology,1,7,3,Employed,TEER 0,0,0,0,IELTS,8.7,Basic,47900,20217,1508,Family,1,0,0,0,0,0,0,1,1,0.0315,0.375,78.83
53,Philippines,UK,Single,1,Bachelor's,Computer Science,0,3,3,Unemployed,TEER 1,1,1,42913,CELPIP,7.6,No French,68508,48238,15969,Self,0,0,1,0,0,0,0,0,1,0.1433,0.75,100.0
52,Philippines,India,Married,0,Bachelor's,Business,1,5,3,Employed,TEER 1,0,0,0,IELTS,7.9,No French,16505,22877,5989,Family,0,0,0,0,1,0,0,1,1,0.3628,0.5,76.05
36,Philippines,USA,Single,2,Bachelor's,Healthcare,1,2,0,Employed,TEER 1,0,0,0,IELTS,7.6,No French,54668,5681,9788,Self,0,0,0,0,0,0,0,0,0,0.179,0.0,52.39
37,USA,Canada,Married,0,Bachelor's,Engineering,1,5,0,Self-employed,TEER 2,0,0,0,Other,9.0,No French,32779,26899,3735,Self,0,0,0,0,1,0,0,1,1,0.1139,0.0,95.06
35,China,Philippines,Single,0,PhD,Computer Science,0,4,0,Employed,TEER 1,1,1,56001,IELTS,6.4,No French,61050,151808,6082,Family,0,0,0,0,0,0,0,1,1,0.052,0.0,100.0
58,Philippines,Canada,Married,2,Bachelor's,Computer Science,1,1,0,Employed,TEER 1,0,0,0,IELTS,6.6,No French,48172,3883,30214,Self,0,1,0,1,0,0,0,0,0,0.6272,0.0,40.47
31,China,UAE,Single,0,Diploma,Healthcare,1,3,3,Employed,TEER 0,1,1,126549,IELTS,6.0,No French,53094,49096,3200,Employer,0,0,0,1,0,0,0,1,1,0.0178,0.75,100.0
32,UK,UK,Married,0,Diploma,Computer Science,1,3,1,Self-employed,TEER 0,1,1,40896,IELTS,8.8,No French,46296,9712,8986,Family,1,0,0,1,0,0,0,1,0,0.1031,0.25,63.15
48,Philippines,Brazil,Married,2,Bachelor's,Engineering,1,8,5,Self-employed,TEER 0,1,1,54135,IELTS,7.1,No French,71566,15516,1514,Self,0,1,0,0,0,0,0,1,0,0.012,0.5556,75.87
18,Nigeria,UAE,Common-Law,0,Master's,Engineering,1,0,0,Employed,TEER 0,0,0,0,Other,6.9,Advanced,51948,14658,1038,Employer,0,0,0,0,0,0,0,1,1,0.02,0.0,77.44
20,India,UAE,Single,1,Diploma,Information Technology,1,0,0,Self-employed,TEER 2,1,1,89286,CELPIP,9.4,Advanced,30891,60265,12246,Employer,1,0,0,0,0,0,0,1,1,0.1019,0.0,100.0
33,India,India,Single,0,Bachelor's,Finance,1,5,1,Employed,TEER 0,1,1,95092,Other,9.2,Basic,46974,20554,14868,Self,0,0,0,0,0,0,0,1,1,0.1047,0.1667,87.04
40,Brazil,Nigeria,Single,1,High School,Business,0,6,4,Employed,TEER 2,0,0,0,IELTS,9.4,No French,37622,17817,8828,Self,1,0,0,0,0,0,0,1,1,0.2346,0.5714,67.5
28,India,UAE,Married,0,Bachelor's,Business,1,3,3,Self-employed,TEER 1,0,0,0,Other,6.1,No French,48247,45597,1377,Self,1,0,0,1,0,0,0,1,1,0.0285,0.75,100.0
29,China,Philippines,Married,0,Master's,Computer Science,1,9,7,Employed,TEER 0,0,0,0,CELPIP,9.1,Basic,36604,4253,2201,Self,0,0,0,0,0,0,0,1,0,0.0601,0.7,48.01
27,UK,China,Married,1,Bachelor's,Computer Science,1,5,5,Self-employed,TEER 2,1,0,51226,IELTS,6.8,No French,31463,5260,19368,Self,0,0,0,0,1,0,0,1,0,0.2342,0.8333,43.22
49,India,China,Single,0,Bachelor's,Engineering,1,5,5,Employed,TEER 1,0,0,0,CELPIP,5.6,No French,48985,3548,2725,Family,0,0,0,0,0,0,0,0,0,0.0556,0.8333,51.5
33,China,Philippines,Single,0,Diploma,Computer Science,1,3,1,Employed,TEER 0,1,0,51521,No Test,4.1,No French,46115,32117,13667,Family,0,0,0,1,1,0,0,1,1,0.14,0.25,100.0
25,Philippines,Nigeria,Single,0,Bachelor's,Other,1,5,0,Unemployed,TEER 3,1,1,113000,IELTS,7.5,No French,66279,21643,2694,Family,1,0,0,0,0,0,0,1,1,0.015,0.0,98.48
55,Vietnam,Nigeria,Divorced,0,High School,Computer Science,1,2,1,Employed,TEER 0,1,0,63472,IELTS,5.9,Basic,36700,55191,22435,Family,0,1,0,0,0,0,0,0,1,0.224,0.3333,100.0
29,Nigeria,India,Married,0,Master's,Engineering,1,5,5,Unemployed,TEER 0,0,0,0,Other,7.7,Basic,8000,20255,19669,Self,0,0,1,1,1,0,0,1,1,2.4583,0.8333,42.37
41,USA,UK,Common-Law,0,Diploma,Information Technology,1,4,3,Unemployed,TEER 2,1,1,67645,IELTS,8.8,Basic,37722,9269,353,Self,0,0,0,0,0,0,0,1,0,0.0034,0.6,60.25
45,China,Canada,Single,3,Master's,Healthcare,1,6,1,Self-employed,TEER 2,1,1,64461,CELPIP,7.0,Basic,12471,43887,11771,Family,1,0,0,0,0,0,0,1,1,0.153,0.1429,81.97
25,India,Nigeria,Married,0,Bachelor's,Computer Science,1,4,1,Employed,TEER 1,1,1,35974,IELTS,6.9,No French,53313,11714,1485,Self,1,0,0,0,1,0,0,1,0,0.0166,0.2,71.62
45,Brazil,Brazil,Married,0,Bachelor's,Engineering,1,5,2,Employed,TEER 0,1,0,91159,IELTS,6.9,Basic,11522,71600,1939,Family,0,0,1,0,0,0,0,0,1,0.0189,0.3333,100.0
53,France,India,Single,0,Bachelor's,Information Technology,1,3,2,Self-employed,TEER 3,0,0,0,CELPIP,9.2,No French,25232,10206,4927,Self,0,1,0,0,0,0,0,0,0,0.1953,0.5,54.42
43,China,Germany,Married,0,Master's,Finance,1,5,4,Employed,TEER 1,0,0,0,IELTS,5.7,No French,37753,7589,6870,Self,0,0,0,1,0,0,0,1,0,0.182,0.6667,53.92
25,USA,USA,Common-Law,3,Diploma,Computer Science,1,5,3,Employed,TEER 0,1,1,44004,CELPIP,7.3,No French,75879,19997,3153,Self,1,0,0,0,0,0,0,1,0,0.0263,0.5,79.69
45,Pakistan,Germany,Common-Law,0,Diploma,Finance,1,3,2,Unemployed,TEER 1,1,0,95672,IELTS,6.6,Basic,23542,4295,6852,Self,0,1,0,0,0,0,0,0,0,0.0575,0.5,42.92
45,India,India,Married,3,Bachelor's,Business,0,7,2,Employed,TEER 3,1,1,41782,IELTS,9.1,Advanced,45248,3927,1496,Self,0,1,0,0,0,0,0,1,0,0.0172,0.25,47.7
54,India,UAE,Single,0,High School,Information Technology,0,4,3,Unemployed,TEER 0,0,0,0,IELTS,5.9,No French,56599,20130,180,Self,0,0,0,0,0,0,0,0,1,0.0032,0.6,91.49
58,China,Canada,Single,2,Diploma,Business,1,2,1,Employed,TEER 2,1,1,58103,IELTS,7.1,No French,74681,9055,6774,Self,1,0,0,1,0,0,0,1,0,0.051,0.3333,67.19
53,Nigeria,USA,Divorced,1,Master's,Computer Science,1,12,12,Employed,TEER 1,1,1,53727,IELTS,7.1,No French,60555,3234,5828,Self,1,0,0,0,0,0,0,1,0,0.051,0.9231,54.08
44,USA,Germany,Single,2,PhD,Other,1,4,4,Employed,TEER 1,1,0,83466,CELPIP,9.1,No French,66878,11776,9360,Self,0,1,0,1,1,0,0,1,0,0.0623,0.8,67.84
34,Pakistan,USA,Married,1,Bachelor's,Engineering,1,2,0,Employed,TEER 2,1,0,55160,No Test,4.5,No French,62286,19221,8394,Self,1,0,0,0,0,0,0,0,1,0.0715,0.0,82.26
26,Philippines,Brazil,Married,1,Master's,Information Technology,1,6,2,Self-employed,TEER 4/5,1,1,62443,Other,8.1,Basic,20817,15533,18222,Employer,0,0,0,0,0,0,0,1,0,0.2189,0.2857,57.05
50,India,Brazil,Married,0,Bachelor's,Information Technology,1,1,1,Employed,TEER 0,1,1,85787,IELTS,6.0,No French,52193,6639,4921,Self,0,0,0,0,0,0,0,1,0,0.0357,0.5,59.82
37,USA,Brazil,Divorced,0,Diploma,Computer Science,1,0,0,Unemployed,TEER 0,1,0,24559,Other,9.3,No French,61973,24668,67,Self,0,0,0,1,0,0,0,1,1,0.0008,0.0,100.0
30,Philippines,India,Single,3,Bachelor's,Other,1,3,0,Employed,TEER 3,1,1,114133,Other,7.9,Basic,25869,33975,7968,Family,0,0,0,0,0,0,0,1,1,0.0569,0.0,76.51
45,USA,Canada,Single,0,Bachelor's,Computer Science,1,10,6,Employed,TEER 2,0,0,0,IELTS,8.0,No French,33404,31139,8994,Employer,0,0,0,0,1,0,0,1,1,0.2692,0.5455,100.0
46,Nigeria,India,Single,0,PhD,Healthcare,1,2,0,Employed,TEER 1,1,1,49554,IELTS,7.2,No French,28936,15512,5896,Self,1,0,0,0,1,0,0,1,1,0.0751,0.0,69.28
30,Brazil,China,Single,2,Diploma,Engineering,1,9,1,Employed,TEER 1,1,0,55620,IELTS,6.9,Basic,60452,6700,9351,Self,1,0,0,0,0,0,0,1,0,0.0806,0.1,57.66
52,India,UAE,Single,0,Bachelor's,Finance,1,3,0,Employed,TEER 2,0,0,0,IELTS,6.4,Basic,43614,20303,3127,Self,0,0,0,0,0,1,0,0,1,0.0717,0.0,85.65
23,Brazil,UAE,Single,3,High School,Information Technology,0,3,1,Employed,TEER 2,0,0,0,No Test,4.6,No French,38583,58280,1288,Self,1,0,0,0,0,0,0,0,1,0.0334,0.25,100.0
35,Nigeria,Brazil,Married,2,Diploma,Engineering,1,5,5,Employed,TEER 3,1,0,108509,IELTS,9.3,No French,19366,18811,8738,Family,1,0,0,0,0,0,0,1,0,0.0683,0.8333,58.91
22,China,China,Common-Law,1,High School,Engineering,0,2,1,Employed,TEER 1,0,0,0,CELPIP,6.9,No French,43652,8443,2250,Other,0,0,0,0,0,0,0,0,0,0.0515,0.3333,56.37
42,India,Nigeria,Single,2,PhD,Healthcare,1,8,2,Employed,TEER 1,1,0,84524,IELTS,9.0,No French,33648,5441,4875,Family,0,0,0,0,0,0,0,1,0,0.0413,0.2222,45.7
19,UK,Nigeria,Single,0,Master's,Computer Science,0,0,0,Self-employed,TEER 2,0,0,0,IELTS,6.1,No French,49866,75027,5412,Other,0,0,0,0,0,0,0,0,1,0.1085,0.0,100.0
27,Pakistan,Brazil,Common-Law,0,Master's,Computer Science,1,5,5,Employed,TEER 1,0,0,0,IELTS,9.2,No French,22140,36967,5188,Self,0,0,0,0,0,0,0,1,1,0.2343,0.8333,100.0
47,India,Germany,Single,0,Bachelor's,Computer Science,1,4,1,Employed,TEER 1,1,1,102800,No Test,4.4,Basic,48558,12384,7299,Employer,1,0,0,0,0,0,0,1,0,0.0482,0.2,70.71
22,India,India,Single,0,Bachelor's,Business,1,2,0,Employed,TEER 1,1,1,62220,IELTS,7.0,No French,36220,11751,239,Self,1,0,0,0,0,0,0,1,0,0.0024,0.0,65.08
50,India,Brazil,Single,2,Diploma,Computer Science,1,3,0,Employed,TEER 0,1,0,75488,Other,7.4,No French,20014,59396,36591,Self,0,0,0,0,0,0,0,1,1,0.3831,0.0,100.0
18,Brazil,UK,Married,3,Diploma,Engineering,0,0,0,Employed,TEER 1,0,0,0,IELTS,8.4,No French,18454,7887,10078,Family,1,0,0,0,0,0,0,0,0,0.5461,0.0,33.94
35,China,USA,Single,0,Bachelor's,Computer Science,0,3,3,Employed,TEER 2,0,0,0,CELPIP,8.4,No French,21459,22144,4432,Self,1,0,0,0,0,0,0,1,1,0.2065,0.75,78.78
49,China,UAE,Divorced,0,Master's,Business,1,7,4,Self-employed,TEER 2,0,0,0,CELPIP,7.4,No French,40872,34250,1698,Self,0,0,0,0,0,0,0,1,1,0.0415,0.5,100.0
28,India,Nigeria,Single,3,Bachelor's,Finance,1,2,2,Self-employed,TEER 1,1,1,41611,Other,7.6,Intermediate,47419,15620,668,Family,0,0,0,0,0,0,0,1,0,0.0075,0.6667,63.17
38,Philippines,Philippines,Married,0,High School,Engineering,1,7,4,Employed,TEER 0,1,1,102406,IELTS,5.6,No French,50396,4018,8922,Self,1,0,0,0,0,1,0,0,0,0.0584,0.5,53.04
43,China,Nigeria,Single,0,High School,Information Technology,0,4,0,Unemployed,TEER 1,0,0,0,IELTS,6.7,No French,51151,9461,3049,Self,0,0,0,0,0,0,0,0,0,0.0596,0.0,65.2
42,Nigeria,UAE,Married,0,Diploma,Information Technology,1,3,3,Employed,TEER 2,1,1,71237,IELTS,6.9,No French,29829,61020,2085,Self,0,0,0,0,0,0,0,1,1,0.0206,0.75,100.0
39,Vietnam,USA,Married,3,Bachelor's,Computer Science,1,3,2,Employed,TEER 1,1,1,105366,No Test,5.4,No French,66168,21512,3823,Family,0,0,0,0,0,1,0,0,0,0.0223,0.5,77.74
44,India,UAE,Married,1,Master's,Information Technology,0,8,5,Employed,TEER 2,1,1,85216,IELTS,7.7,No French,36155,45244,7190,Self,1,0,0,1,0,0,0,1,1,0.0592,0.5556,100.0
30,Brazil,Philippines,Married,2,Bachelor's,Healthcare,1,10,10,Employed,TEER 1,0,0,0,IELTS,8.3,No French,54002,23280,8910,Self,0,0,0,0,1,0,0,1,1,0.165,0.9091,77.77
50,Nigeria,Brazil,Married,2,Master's,Engineering,1,5,1,Employed,TEER 0,0,0,0,IELTS,8.4,No French,41716,74883,8288,Self,0,0,1,0,0,0,0,0,1,0.1987,0.1667,100.0
51,Nigeria,China,Common-Law,0,Bachelor's,Finance,0,8,6,Employed,TEER 2,0,0,0,IELTS,6.4,No French,52512,62959,15917,Family,1,0,0,0,0,0,0,1,1,0.3031,0.6667,100.0
58,UK,Philippines,Married,0,Bachelor's,Information Technology,0,1,1,Self-employed,TEER 0,1,1,98707,CELPIP,8.6,Advanced,40713,19487,1974,Family,0,0,0,0,0,0,0,1,1,0.0142,0.5,83.57
52,Brazil,UAE,Married,2,Diploma,Healthcare,1,6,0,Employed,TEER 1,0,0,0,No Test,4.9,No French,52872,12578,8101,Self,0,0,0,1,0,0,0,0,0,0.1532,0.0,62.03
18,Vietnam,UAE,Single,0,Master's,Engineering,1,0,0,Employed,TEER 0,0,0,0,IELTS,8.4,No French,44852,26011,852,Self,0,0,0,0,0,0,0,1,1,0.019,0.0,99.38
38,India,UK,Single,2,Master's,Engineering,1,4,3,Employed,TEER 0,1,1,99206,Other,5.9,No French,61276,31089,6351,Self,0,0,0,0,1,0,0,1,1,0.0396,0.6,93.85
23,India,UK,Single,3,Diploma,Information Technology,1,3,3,Unemployed,TEER 1,1,0,54901,CELPIP,8.4,No French,28626,20246,7015,Self,0,0,0,0,0,0,0,1,0,0.084,0.75,60.23
45,UK,Canada,Married,1,Bachelor's,Engineering,1,8,7,Employed,TEER 1,1,0,83923,IELTS,7.6,No French,9602,46189,1949,Self,0,0,0,0,0,0,0,1,1,0.0208,0.7778,100.0
34,China,UK,Single,2,Bachelor's,Engineering,1,7,6,Employed,TEER 2,0,0,0,Other,7.2,No French,25532,8062,3976,Self,0,0,0,0,1,0,0,1,0,0.1557,0.75,44.53
22,Philippines,India,Single,2,Bachelor's,Healthcare,0,2,2,Employed,TEER 2,1,1,77940,CELPIP,8.3,No French,66378,13177,14044,Family,1,0,0,0,0,0,0,1,0,0.0973,0.6667,69.14
48,India,China,Common-Law,2,Master's,Finance,1,7,1,Employed,TEER 2,1,0,66594,IELTS,5.6,Basic,41908,31989,1285,Employer,1,0,0,0,1,0,0,1,1,0.0118,0.125,87.82
22,India,USA,Common-Law,0,Bachelor's,Information Technology,1,2,0,Employed,TEER 1,1,1,65243,CELPIP,6.4,No French,46841,10081,4560,Self,0,1,0,1,0,0,0,1,0,0.0407,0.0,65.11
55,Pakistan,Philippines,Common-Law,0,Bachelor's,Computer Science,0,7,6,Employed,TEER 2,0,0,0,IELTS,8.0,Intermediate,23927,17488,21592,Self,0,0,0,0,0,0,0,1,1,0.9024,0.75,59.17
20,India,UAE,Single,0,High School,Engineering,0,0,0,Employed,TEER 1,1,1,88618,IELTS,8.9,Basic,46311,85921,5611,Self,1,0,0,0,0,0,0,1,1,0.0416,0.0,100.0
40,Philippines,Canada,Married,1,High School,Engineering,0,4,1,Employed,TEER 1,1,0,63300,CELPIP,7.0,No French,24543,27579,10331,Self,0,0,0,0,1,0,0,1,1,0.1176,0.2,81.0
54,India,Canada,Single,0,Diploma,Computer Science,1,8,5,Employed,TEER 1,1,0,99312,CELPIP,6.5,No French,27484,77426,14029,Self,1,0,0,0,0,0,0,1,1,0.1106,0.5556,100.0
54,Philippines,USA,Single,2,High School,Business,0,7,4,Employed,TEER 4/5,1,0,73059,CELPIP,7.6,No French,36950,35043,1822,Self,0,1,0,0,1,0,0,0,1,0.0166,0.5,90.18
27,India,China,Single,0,Bachelor's,Other,1,2,1,Employed,TEER 0,1,1,54714,IELTS,8.0,No French,53901,35244,1969,Self,0,1,0,0,0,0,1,1,1,0.0181,0.3333,100.0
27,Nigeria,Philippines,Single,1,Bachelor's,Finance,1,2,1,Employed,TEER 3,1,1,72768,No Test,4.5,No French,56036,25403,11370,Self,1,0,0,0,0,0,0,1,1,0.0883,0.3333,90.25
36,India,Nigeria,Single,0,Diploma,Computer Science,1,6,3,Employed,TEER 0,0,0,0,IELTS,9.0,No French,56580,6834,11196,Family,0,0,0,1,0,0,0,1,0,0.1979,0.4286,59.57
34,USA,UK,Married,2,Master's,Finance,1,8,2,Self-employed,TEER 1,0,0,0,IELTS,7.6,Intermediate,13238,21334,496,Self,0,0,0,1,0,0,0,1,1,0.0375,0.2222,60.57
38,India,Brazil,Single,1,Diploma,Healthcare,1,4,3,Employed,TEER 1,0,0,0,IELTS,5.6,No French,44866,10281,3114,Self,1,1,0,0,1,0,0,0,0,0.0694,0.6,59.78
31,China,Canada,Married,0,Bachelor's,Engineering,0,6,3,Employed,TEER 2,1,1,71923,IELTS,6.4,No French,41064,168612,4067,Self,0,0,1,0,1,0,0,1,1,0.036,0.4286,100.0
26,Pakistan,UK,Married,0,Diploma,Engineering,1,6,4,Employed,TEER 0,0,0,0,IELTS,7.3,No French,14356,10763,14130,Employer,0,0,0,0,1,0,0,1,0,0.9842,0.5714,39.45
18,Brazil,UK,Single,2,Bachelor's,Business,1,0,0,Self-employed,TEER 3,1,1,89181,CELPIP,8.3,No French,45319,9556,4383,Self,0,1,0,0,0,0,1,0,0,0.0326,0.0,56.45
30,China,India,Married,0,Diploma,Engineering,1,4,2,Self-employed,TEER 3,1,0,114579,Other,6.4,Basic,39991,27446,20821,Self,1,0,0,0,1,0,0,1,1,0.1347,0.4,98.83
21,Philippines,China,Single,0,Bachelor's,Information Technology,1,1,1,Employed,TEER 2,0,0,0,No Test,5.1,No French,55230,20882,45490,Family,0,1,0,0,0,0,0,0,1,0.8236,0.5,80.28
18,Philippines,Brazil,Married,3,Bachelor's,Engineering,1,0,0,Employed,TEER 1,0,0,0,CELPIP,6.8,No French,46624,3539,12139,Employer,0,1,0,1,0,0,0,0,0,0.2604,0.0,44.12
57,Brazil,Nigeria,Single,1,PhD,Engineering,1,4,1,Employed,TEER 3,0,0,0,IELTS,7.6,Basic,34013,6468,8782,Family,0,0,0,0,0,0,0,0,0,0.2582,0.2,45.98
49,Vietnam,UAE,Single,3,High School,Computer Science,0,4,4,Employed,TEER 3,0,0,0,CELPIP,5.6,Basic,63515,44655,3979,Self,0,0,0,0,0,0,0,0,1,0.0626,0.8,100.0
51,Brazil,India,Single,0,Diploma,Finance,1,5,2,Unemployed,TEER 1,0,0,0,CELPIP,9.0,Basic,8000,19526,555,Employer,0,0,0,1,0,0,0,0,1,0.0694,0.3333,69.74
45,China,UK,Married,0,High School,Healthcare,0,9,5,Employed,TEER 2,0,0,0,IELTS,8.7,Basic,43714,6946,6810,Family,1,0,0,0,0,0,0,0,0,0.1558,0.5,55.3
48,UK,UK,Common-Law,2,Bachelor's,Healthcare,1,5,0,Employed,TEER 1,0,0,0,CELPIP,6.3,No French,9734,18648,3591,Family,1,0,0,0,0,0,0,0,0,0.3689,0.0,50.31
25,Nigeria,Germany,Single,1,High School,Computer Science,0,5,5,Employed,TEER 1,0,0,0,IELTS,9.2,No French,26756,10297,3457,Self,1,1,0,0,0,0,0,0,0,0.1292,0.8333,51.66
56,India,Brazil,Married,1,Master's,Healthcare,1,9,9,Employed,TEER 1,1,1,59577,IELTS,6.8,No French,55496,9326,9310,Self,0,0,0,0,0,0,0,1,0,0.0809,0.9,62.2
43,China,Brazil,Married,0,Bachelor's,Computer Science,1,3,0,Self-employed,TEER 1,1,0,70251,IELTS,8.3,No French,19516,82089,4983,Family,1,0,0,0,0,0,0,1,1,0.0555,0.0,100.0
51,France,Germany,Common-Law,0,Bachelor's,Computer Science,1,10,0,Employed,TEER 0,0,0,0,CELPIP,8.8,No French,16525,14236,11157,Employer,0,0,0,1,0,0,0,1,1,0.6751,0.0,52.53
20,India,Brazil,Married,0,Bachelor's,Engineering,1,0,0,Unemployed,TEER 1,1,0,107541,CELPIP,8.5,Intermediate,92638,4188,4062,Family,0,0,0,0,0,0,0,1,0,0.0203,0.0,70.88
29,Brazil,UK,Married,0,Diploma,Engineering,1,6,1,Employed,TEER 2,1,1,71767,IELTS,9.2,No French,17814,90937,1308,Employer,0,0,0,0,0,0,0,1,1,0.0146,0.1429,100.0
18,India,Canada,Married,0,Diploma,Engineering,1,0,0,Employed,TEER 4/5,1,1,106409,IELTS,9.0,Intermediate,78010,42599,4949,Self,0,1,0,0,0,0,0,1,1,0.0268,0.0,100.0
61,China,Philippines,Common-Law,0,Bachelor's,Computer Science,1,5,4,Employed,TEER 4/5,1,1,50907,Other,9.5,No French,41555,10339,24129,Self,0,0,0,0,0,0,0,1,0,0.261,0.6667,60.25
22,India,UK,Single,4,Bachelor's,Engineering,1,2,0,Employed,TEER 1,0,0,0,No Test,5.3,No French,34503,16143,12936,Family,0,0,0,0,0,0,0,0,0,0.3749,0.0,50.63
47,Nigeria,India,Single,0,Diploma,Computer Science,1,7,5,Employed,TEER 2,0,0,0,IELTS,6.7,No French,56335,52565,1842,Family,0,0,0,0,0,0,0,0,1,0.0327,0.625,100.0
47,UK,China,Single,1,Diploma,Other,1,7,6,Employed,TEER 0,1,1,49743,IELTS,8.0,No French,71731,14056,3971,Family,1,1,0,0,1,0,0,1,0,0.0327,0.75,77.64
34,Philippines,Germany,Married,2,PhD,Engineering,1,5,4,Employed,TEER 2,0,0,0,CELPIP,8.4,No French,22078,23948,21025,Employer,1,0,0,0,0,0,0,1,1,0.9523,0.6667,54.16
40,Brazil,Nigeria,Married,1,High School,Healthcare,0,2,0,Employed,TEER 0,0,0,0,IELTS,7.6,No French,34795,22135,1056,Self,1,0,0,1,0,0,0,0,1,0.0303,0.0,76.94
